corpus;company
 El día 22 de diciembre compré una blusa que me despacharían el día 28 de diciembre, la cual hasta el día de hoy no la recibo , hago el reclamo en Falabella y me dicen que están gestionando y ahí se quedan , me gustaría saber si me podrán ayudar ustedes.AtentamentePerla Leon992315075;Falabella
 Desde principios de diciembre di de baja 3 seguros, me dieron fecha de pago 24 de diciembre me hicieron ir al banco y no había nada , no podíamos contactarnos ya que no trabajaron ni el 23 ni el 24 de diciembre, me comunico el lunes 27 e indican qué hay problemas y no saben cuando se solucione , que me comunique otro día , a la fecha 4 de enero 2022 aún no saben y no tienen ninguna respuesta , solicito que me respondan ya ! Así como les pagaba todos los meses su cuota .;Falabella
 Su gift card no se puede usar por internet. Eso es una *****a ya que obligan a comprar lo que Falabella QUIERE que uno compre NO lo que el consumidor desea comprar CON SU DINERO.Esto es una *****a y ya estoy denunciando a Falabella por MALAS PRACTICAS.Es realmente asqueroso su comportamiento ******o ante el uso de gift cards. Si eso fuera de conocimiento publico, NADIE estaria interesado en hacer semejante regalo. no solo por la obligacion que ustedes imponen a sus clientes respecto a COMO EL CLIENTE HACE USO DE SU DERECHO a usar su dinero, sino que OBLIGAN A LA PERSONA A IR PRESENCIALMENTE A UNA TIENDA CUANDO HEMOS ESTADO EN PANDEMIA POR DOS AÑOS.Es decir, Falabella siquiera hizo el mas minimo esfuerzo a adaptarsee a las restricciones asociadas a la pandemia, sino que ha mantenido esta ******a PRACTICA hasta el dia de hoy.Realmente obseno el trato que tienen con el consumidor.Un asco de compañia que trata a sus clientes como basura mientras sus productos son cosmeticos de pesima calidad.;Falabella
 Hace más de dos meses que compre dos camas europeas 2 plazas 150x190cm drimkip + respaldo yo acepte que la compra llegara 2 meses después pero ahora ya transcurrido más de dos meses falabella me manda un correo diciendo que no tienen las camas y me devolverán el dinero y eso lo encuentro una falta de respeto ya que la camas ahora subieron de precio y yo las pagué en efectivo hace más de dos meses necesito una solución quiero las camas y no el dinero;Falabella
 buenos días, mi reclamo va dirigido al despacho de mi producto. hice una compra el día 07 de diciembre con fecha de entrega desde el día 14 al 17 a domicilio, el producto salió a despacho el día 20 y aun no he recibido la compra , he llamado en reiteradas ocasiones para que me den una respuesta y fecha concreta de entrega y aun nada, lo encuentro el colmo que no den una respuesta coherente si va a llegar o no el producto y una fecha ya que me dicen que no saben en que fecha pueda llegar, el problema es que ese era un regalo de navidad para mis sobrinos y aun no tengo nada;Falabella
 El día 26 de diciembre hice una compra en Falabella.com, con fecha de entrega martes 28 ( despacho con costo), hoy 2 de enero a un no recibo el producto.Lo necesito con urgencia.Pedido Nº5944213943Saludos;Falabella
 Estimados,Pésima respuesta por parte de Falabella.com al no darme una solución efectiva por recibir mi pedido en pésimo estado, parchado, con claras muestras de haber sido comido por ratones.Compro con despacho a domicilio porque no tengo auto, y solo me dicen que lleve el paquete de 8 kilos, roto, a alguna tienda Falabella, para devolverlo. Siendo que me entregaron un producto malo, tendré que gastar yo en uber… muy mala atención post venta. Y cero responsabilidad en la calidad de los productos que venden.;Falabella
 Compré aspiradora contado con entrega a domicilio. 4 días después no aparecen.Imposible comunicación.Fono que dan, lo deriva y corta.;Falabella
 Con fecha 24 de Nov compre atravez de la APP un mando PS5, N° pedido 5915522883, el 30 de noviembre decia que el pedido venia en camino, y con fecha 28 de Dic me cancelaron la compra, nadie me dio ninguna explicacion ...y al intentar comprar nuevamente si da la opcion en la pagina, entonces no entiendo por que no me llego, era un regalo de navidad :-(;Falabella
 Hola el día 28 hize la compra con mi tarjeta en el sitio de falabella de un celular samsung note 20Vendido por Falabella , me llegó una caja sellada mediana la cual al día siguiente al abrir contiene un pote de crema Kerastase hize el reclamo vía teléfono y la srta ejecutiva me dijo que no hay problema que fue un error en despacho y que ha pasado alguna vez , insisto la compra, y el despacho es por falabella no hay un courier externo por lo que veo en los sellos o en el SKU de la caja .Me responden el mismo día que No es posible aceptar el reclamo ya que el producto debe estar sellado y no manipulado ¿?.No entendieron nada de lo que les expuse a estos sres.;Falabella
 Compré un celular junto con un seguro de protección la cual me ofrecían el 100% del valor del celular si es que era por robo en un tiempo de solución de 24 hrs y cuando quise hacer uso del seguro no es nada por qué se demora días en solucionarlo hay que presentar la copia del parte policial la cual se demora días en obtenerse y luego d eso te dan una gif Card con solo el 70% del valor del celular la cual no fue lo que me.ofrecieron e llamado muchas veces tanto a falabella como el seguro y hasta el día de hoy no e obtenido respuesta por ningún lado;Falabella
 El 23/12 compre en Falabella.com unas mopas para robot limpiavidrios Osoji y una aspiradora Osoji D100 con fecha de entrega 28/12. En dicha fecha recibi solo las mopas sin guia de entrega ni ningun otro documento pero mi sorpresa fue mayor cuando veo en la pagina web que figuran entregados los dos productos. Ayer 29/12 recibi un Waspp y un mail señalando que la aspiradora que supuestamente entregaron el 28/12 llegaba ayer miercoles. Por supuesto no llego ni ayer ni hoy y lo mas increible que no haya nadie capaz de dar una explicacion de lo que paso ni una disculpa por lo sucedido aun cuando ellos mismos informan los despachos separados de los productos comprados. De verdad me siento decepcionado tanto de Falabella como de Osoji que no sean capaces de dar una explicacion.;Falabella
 Me veo en la obligación de hacer público este reclamo para que a ningún padre o madre le suceda o se sienta pasado a llevar. Ningún canal me fue posible para tomar contacto con la empresa de falabella en San Fernando.El día 20 de diciembre ingresé con mi esposo y mi hija de 2 años a la tienda, en busca de ropa para mi pequeña. El espacio decorado y ambientado con motivos navideños. Es en el sector infantil que se encuentra un viejito pascuero que se disponía a sacarse fotos con los niños, en ese momento mi hija y otros niños se acercan a él para recibir dulces y sacarse una fotografía.El animador que se encontraba en el lugar comienza a llamar a más niños y a sus familias para participar de esta actividad… es él quien ve a mi hija pasar y le comenta a su colega (mujer que ayudaba a santa) … “pensé que era un perro” refiriéndose a mi hija que tenía puesto una mochila tipo arnés .. él sin ningún gesto aparente de su mal comentario sigue hablando con su colega.La molestia hacia mi persona es que situaciones así no pueden estar ocurriendo, se debe respetar a los niños tanto como a los adultos, ese animador no debió referirse de esa forma de mi hija. Como madre me siento pésimo porque pude haberlo encarado pero eso generaría algún estrés a mi pequeña dónde vería a su madre alterada discutiendo con una persona. Espero que las empresas en especial falabella haga evaluaciones para quienes trabajarán con público y se limiten hacer su trabajo y no hacer comentarios ofensivos a niños que no se pueden defender.;Falabella
" EL DIA 28.11.2021 REALICE UNA COMPRA, Pedido Nº5914348651, Llega el 02 de diciembre.Con fecha 16.12.2021 realice una solicitud para que vean el caso por medio de WhatsApp, ""quien me contesta hola buen día Soy Javiera"" indicandome que enviaron el caso Nº 1-117706706649 al área resolutivapara que te contacten y podamos darte una solución lo antes posible. Cualquier novedad te lo notificaremos por correo electronico. dejre una insistencia en la solicitud para que agilicen tu caso, lo mismo sucedio el 27.12.2021 con Amanda, quien me indica que la solicitud anterior aún esta en proceso de gestión. Segimos trabajando para entregarte una pronta solución y continua el mismo rosario.Estado: Pedido en camino Despacho a domicilio: Entre 09:00 y 21:00 hrs.";Falabella
 El día 21 de septiembre del 2021 hice una compra que hacen el monto de $75140 lo cual fue descontado de la tarjeta que tengo asociada a la página de falabella. Nunca llegó la orden de compra sin embargo si me descontaron ese monto llevo de septiembre llamando poniendo reclamos para que me hagan la devolución de mi dinero, me han hecho mandar mi cartola ya en dos ocasiones distintas ejecutivas lo cual lo hice me dicen q espera 7 días hábiles espero esos 7 días y jamás hacen devolución. Luego me dicen q debo esperar 15 días hábiles y tampoco ya me parece una burla llevo meses poniendo reclamos y nadie me da una solución.Eran tres productos con número de pedido Nº5860102703Nº5860102727Nº5860102710Estos tres en una sola orden.;Falabella
 Se realizo compra de un producto por Internet el cual salio malo, se fue a devolver , se realizo nota de crédito a cuenta respectiva, según dicen que son 3, días hábiles, pasaron los 3, días sin respuesta se llamo al call center donde una srta, me afirma que falabella había echo la devolución y debía llamar al banco, le digo entonces man denme el comprobante para avisarle al banco de la devolución, y me dice que el comprobante seria enviado a mi correo 4, días hábiles, y le digo entonces no hay devolución todavía, no mienta como dice que hay devolución si no tengo comprobante pura burocracia, lo mas malo que nadie te da respuesta , y lo otro en la pagina wueb no sale donde reclamar sacaron la opción fijarse bien;Falabella
" No recibí el producto en la fecha progragramada, 20 de diciembre.Ayer 28 de diciembre recibí un correo indicando que el producto había sido entregado (7:11 pm).De inmediato llamé a conserjería y nadie de falabella había pasado por el edificio.Hoy 29 de diciembre, llamé al servicio al cliente 3 veces, las 2 primer@s ejecutiv@s me atendieron pésimo, incluso ambos me cortaron ante de finalizar mis consultas. Quedó ingresasa la solicitud por ""entrega falsa"" que tiene fecha de respuesta entre 3 a 5 días hábiles. Cómo es posible que un regalo que era para navidad, que no llegó en la fecha prometida, aún no pueda recibirlo, alargándose tanto el plazo.Debo destacar que la tercera ejecutiva, Sra. Andrea García fue la única que me atendió muy gentilmente. Uds a través del sistema deben saber quienes fueron los otros 2 prepotentes y mal educados. Siempre tengo la precaución de observar que las compras queden en conserjería, más aún en esta ocasión en que fue demasiado el atraso. Según uno de los prepotentes debí dejarlo estipulado antes de finalizar la compra. No me apareció esa alternativa esta vez, más aún simulé una nueva compra y no figura la opción, lo que si es así en otras empresas del retail.Resumiendo estoy reclamando:1. Falta de confiabilidad en las fechas comprometidas para las entregas y más aún que el producto no fue recibido ayer. Por último, porqué no llaman avisando que viene en camino el transporte.He sido totalmente perjudicada y seguir esperando quizás hasta cuando por todo el proceso que sigue a continuación.2. Falta de amabilidad de los ejecutivos del servicio al cliente, es una falta de educación que ellos corten el llamado.Atte.Patricia FredesRut: 6.614.xxx-xCelular: 992705845Correo: marazul_chile@hotmail.com N° pedido 5935338631Solicitud entrega falsa:1118604185167";Falabella
